area,average_vector,cluster
강원특별자치도 강릉시,"[-1.18199806e-02 -3.34065711e-02 -4.17965903e-02 -3.98478373e-03
 -4.41609779e-02  4.70669754e-02  5.78744477e-02  1.77689715e-02
 -1.99648718e-02 -1.43152858e-02 -3.66914532e-02 -4.84594298e-03
  2.12264769e-03  2.07662654e-02  4.30383169e-03 -7.86052162e-03
  5.12986451e-02  2.85326999e-02  1.77224017e-02 -2.29909054e-02
  2.05023758e-02  2.88642707e-02  4.32263968e-03  4.20242560e-02
  2.73711601e-02  5.48954523e-01  1.12997645e-02  3.23403829e-02
  3.46162795e-02 -2.89756493e-02  1.99454641e-02  1.43566634e-02
 -2.73746578e-02  9.28026328e-03  3.88906121e-03 -2.94010679e-02
 -2.90305462e-02  5.75391380e-02 -1.54493260e-02 -1.01901264e-02
  1.43165608e-02  7.23610077e-03  1.85268064e-02  4.94481461e-02
 -6.42904292e-03 -5.95377714e-02  3.36561200e-02 -2.38255122e-02
 -3.46765716e-02 -2.96293840e-02 -3.31777547e-03 -1.56184402e-02
  9.50733151e-02 -2.01875076e-02  5.72107481e-02  4.11751259e-02
 -8.38258818e-02  2.67079070e-02 -2.15824778e-01  1.46097715e-02
 -9.28471947e-03 -1.07802130e-02 -1.68888825e-02 -1.37883257e-02
 -2.40032657e-02 -5.64983761e-02  6.70591630e-03  6.30915233e-03
  5.62893083e-02 -1.10621356e-02 -4.76874086e-02  1.52276165e-01
  4.95462348e-02 -7.78237551e-03 -4.18973164e-03 -4.28193326e-02
 -5.97125107e-02  5.61165046e-03  5.15427003e-02 -3.18504572e-02
  2.19524166e-03  1.66206707e-02  6.86155106e-03 -1.42499748e-01
  1.56812280e-02  6.81514447e-03  3.78679298e-02 -1.64413161e-02
  7.60382106e-03  3.88325565e-02 -5.47408896e-02  2.61368452e-02
  1.57643681e-02  2.60037662e-01 -9.18314938e-03  6.49452372e-04
  3.04808994e-02  3.98413124e-02  1.11557294e-02  1.46907748e-02
 -3.18057781e-02 -1.12235080e-02  7.75731625e-03 -2.18720805e-02
  2.27750351e-02 -4.23026075e-02 -3.07957063e-02  7.80372507e-03
  4.16902679e-02 -5.36358755e-02 -2.20140813e-02  2.77180201e-02
 -5.62451322e-02  5.78976558e-03  4.55958135e-02 -2.40655069e-02
 -5.93777750e-03  3.79210679e-03 -7.00588532e-02 -3.98171800e-02
 -1.18222043e-02  3.64663053e-02  3.54932678e-02 -1.33673301e-02
  8.70129853e-03  4.03923845e-02  2.13841758e-03  4.46213690e-03
  2.90156420e-02 -2.84690068e-03  2.27493522e-02  1.75626734e-02
  1.67738355e-02 -3.64606827e-02  1.12923458e-02  1.07262292e-02
  1.44162335e-02 -2.75280390e-02 -1.07874403e-02 -1.94034015e-02
 -5.18664349e-02  1.13793763e-02  2.68374587e-02  5.56707634e-03
 -5.48910354e-02  2.38492471e-02  7.60105604e-02  6.21427842e-02
 -1.66066224e-01  3.61246122e-02  1.72515289e-02  8.83152263e-03
  8.25936099e-03  8.29055400e-03 -7.38682297e-02  6.14175823e-03
  1.27148875e-02  1.16835266e-02 -3.00377048e-03 -4.21624268e-02
  3.71415587e-02  5.38251241e-02  6.76442870e-02  8.56969264e-03
 -1.19514949e-03  2.78870466e-02  2.72932969e-02 -1.25882882e-02
  3.71252497e-02  1.61780489e-02 -4.25007966e-02  2.55975315e-02
 -2.60683492e-02 -2.09871149e-02 -2.82758772e-03 -2.10044576e-02
 -2.56616308e-02  9.75594475e-03  3.92961148e-02  2.51805352e-02
  3.00322361e-02 -3.57131153e-03  2.87836621e-02  3.90183267e-03
 -2.45497862e-02 -3.96115109e-03  9.00581104e-03  2.22764663e-02
  1.03915754e-02  2.88435910e-02 -3.37519345e-02 -7.42199430e-02
  9.01146640e-03 -1.32606699e-02 -3.27352842e-02 -5.65675322e-03
 -5.81407722e-03  4.86685997e-02  2.10476083e-02 -1.16939357e-01
  1.53349685e-02  3.64480431e-02  4.23172714e-03  9.41420017e-02
  9.62359955e-03  2.70595844e-02 -7.38411852e-02 -1.17072445e-02
 -1.20824769e-02 -7.78705807e-03  4.06700783e-02  2.75792231e-02
  4.10568999e-02  1.75457161e-02 -1.79305052e-02  5.43857624e-02
  7.16605860e-03 -5.85465783e-02 -4.02790655e-02 -1.50007174e-02
  1.53880306e-02 -6.42765820e-03  7.51870841e-04  2.93835969e-02
 -4.30747252e-02  1.87342401e-03  4.82674732e-03  2.43574982e-02
  2.25215633e-02 -6.51172768e-02 -7.31248335e-04 -6.91169291e-02
 -1.67143231e-02 -7.10196545e-03  2.62363667e-02  1.46400422e-03
  3.25081024e-02 -1.45637783e-01  7.74437536e-03 -1.86608572e-02
  4.69150239e-02 -6.51758299e-02 -2.52928197e-02  3.50080025e-02
 -9.48833635e-03  2.35042696e-03 -5.42922848e-02  5.91966251e-03
  3.66575208e-02  5.86597234e-02  2.38986334e-04  5.09436208e-02
 -2.75577103e-02 -3.22650049e-02 -2.07687577e-02  2.08942843e-02
  4.22849510e-02  1.99865663e-02 -8.11318067e-03  1.85904056e-02
  7.86557032e-02  5.18281722e-02  2.85228046e-02 -2.41580973e-02
 -1.69109978e-02 -1.90263574e-02  8.02940307e-02  8.20087086e-02
  3.95539681e-02 -9.91177593e-02  4.29437643e-02 -1.92078686e-03
  3.49794609e-02  5.05020399e-02  2.39488067e-02  5.97062610e-02
  4.30376837e-02 -2.94629517e-03 -2.12900995e-02  5.65614565e-02
 -1.64256705e-02 -1.00395792e-03 -4.56312971e-02  5.15722467e-03
 -1.11048653e-02 -2.10923564e-03  7.02987337e-03 -1.01568586e-01
 -1.47642711e-03 -6.02149419e-02 -2.87394603e-03  2.54512430e-02
  3.86871199e-02 -1.64443842e-02 -1.91782109e-03  3.74577868e-02
 -1.62481222e-02 -2.59683842e-03  1.80234569e-02 -2.24979529e-02]",2
강원특별자치도 고성군,"[-1.28417256e-02 -3.51729308e-02 -4.12012981e-02 -5.78746180e-03
 -4.62338408e-02  4.40672626e-02  6.04263727e-02  1.61378640e-02
 -1.94576421e-02 -1.15838050e-02 -3.59667863e-02 -5.93086559e-03
  2.85358614e-04  2.34706277e-02  4.11133760e-03 -7.37594945e-03
  5.23737740e-02  3.10423706e-02  1.64155308e-02 -2.45581671e-02
  1.91397354e-02  2.79699411e-02  3.48823956e-03  4.07621049e-02
  2.69803474e-02  5.49565900e-01  1.05473876e-02  3.00239865e-02
  3.63141711e-02 -3.10458430e-02  2.27097789e-02  1.68383606e-02
 -2.75219703e-02  6.05816214e-03  2.52115521e-03 -2.87187926e-02
 -2.91380654e-02  5.77561241e-02 -1.46715167e-02 -1.06958435e-02
  1.29910285e-02  5.94143697e-03  2.10022545e-02  5.24982182e-02
 -6.89067277e-03 -5.87148686e-02  3.31254838e-02 -2.59685554e-02
 -3.51308184e-02 -2.96134521e-02 -4.78161486e-03 -1.55307657e-02
  9.73020405e-02 -1.97590080e-02  5.55479611e-02  4.47033051e-02
 -8.56773962e-02  2.42950434e-02 -2.17844280e-01  1.20881013e-02
 -8.99988686e-03 -1.19298699e-02 -1.38770282e-02 -1.28523459e-02
 -2.57312050e-02 -6.01000764e-02  5.20402120e-03  8.43473984e-03
  5.64877241e-02 -1.10684496e-02 -4.55989308e-02  1.52559010e-01
  4.77205488e-02 -7.83835681e-03 -4.65394370e-03 -4.10588000e-02
 -5.68786451e-02  5.45693302e-03  5.10234602e-02 -3.29178521e-02
  5.23849859e-03  1.42516249e-02  7.23385534e-03 -1.47686190e-01
  1.44217029e-02  6.62251546e-03  3.58066581e-02 -1.75050082e-02
  6.59214508e-03  3.77835581e-02 -5.52896314e-02  2.42639623e-02
  1.87397520e-02  2.57425995e-01 -1.12015606e-02 -1.56994766e-03
  3.07417398e-02  4.04370753e-02  1.29919151e-02  1.68855959e-02
 -3.00061897e-02 -9.66785857e-03  6.85899000e-03 -2.22870690e-02
  2.12628163e-02 -4.06497615e-02 -2.79821657e-02  1.03269299e-02
  4.18875513e-02 -5.31862286e-02 -2.56885245e-02  2.99352259e-02
 -5.63558568e-02  3.79217152e-03  4.68631391e-02 -2.56407467e-02
 -6.50342079e-03  1.04128643e-03 -7.20445128e-02 -3.91461156e-02
 -1.23467522e-02  3.61457031e-02  3.45942871e-02 -1.45959715e-02
  1.04150540e-02  4.09626821e-02  3.88481888e-03  5.39635017e-03
  3.16112362e-02 -1.27116679e-03  2.33442733e-02  1.73088431e-02
  1.66491905e-02 -3.57479788e-02  1.09153211e-02  1.25807172e-02
  1.51330173e-02 -2.85141612e-02 -1.03836522e-02 -1.88173721e-02
 -5.38183571e-02  1.11369620e-02  2.85723658e-02  5.44219619e-03
 -5.58568789e-02  2.36911089e-02  7.53374676e-02  6.01333874e-02
 -1.68087466e-01  3.20326768e-02  1.54895052e-02  1.15068288e-02
  8.79998389e-03  6.96726958e-03 -7.36607696e-02  1.05420801e-02
  1.22988085e-02  1.20165337e-02 -2.73726348e-03 -4.15034158e-02
  3.79574442e-02  5.29805090e-02  6.45916728e-02  1.24144516e-02
 -1.28792198e-03  2.75719894e-02  2.81133459e-02 -9.62411705e-03
  3.61941180e-02  1.53396311e-02 -4.45121251e-02  2.43639860e-02
 -2.40190123e-02 -2.20069231e-02 -2.88251157e-03 -2.24799590e-02
 -2.60431921e-02  1.10167781e-02  3.87427454e-02  2.53602552e-02
  2.87591036e-02 -3.12479472e-03  3.20670671e-02  6.92512680e-03
 -2.67998889e-02 -2.89410402e-03  1.00331877e-02  2.17615319e-02
  1.12233863e-02  3.09819760e-02 -3.67525229e-02 -7.33409815e-02
  9.82310820e-03 -1.44601118e-02 -3.25441823e-02 -5.16472616e-03
 -5.87306988e-03  4.82874906e-02  2.29206896e-02 -1.16908455e-01
  1.49555007e-02  3.40572949e-02  4.36741658e-03  9.75750010e-02
  8.60056465e-03  2.71942261e-02 -7.52990436e-02 -1.05783941e-02
 -1.39848312e-02 -7.17897397e-03  4.09289582e-02  2.84136107e-02
  3.91899725e-02  1.84170039e-02 -2.13674226e-02  5.63442032e-02
  8.37603730e-03 -5.68079688e-02 -4.00692723e-02 -1.46959717e-02
  1.84217058e-02 -6.48824153e-03  1.08671275e-03  3.03164186e-02
 -4.23619013e-02  1.21878910e-03  4.28189076e-03  2.41275380e-02
  2.30225559e-02 -6.37025302e-02 -1.63796470e-03 -6.87324099e-02
 -1.44575202e-02 -8.92156547e-03  2.54507477e-02  4.24198733e-03
  3.38208690e-02 -1.45547802e-01  7.11575988e-03 -1.97894194e-02
  4.80177871e-02 -6.82871592e-02 -2.43940065e-02  3.63714213e-02
 -9.23027683e-03  2.77060412e-03 -5.35970228e-02  6.74246556e-03
  3.58098650e-02  5.93102908e-02 -1.74736056e-03  5.32836756e-02
 -2.75252739e-02 -3.12894917e-02 -2.16578481e-02  1.96621204e-02
  4.23418298e-02  2.31361219e-02 -1.07119767e-02  1.94929834e-02
  8.12117766e-02  5.36136710e-02  3.03635812e-02 -2.38057450e-02
 -1.73436909e-02 -1.55849488e-02  7.80237274e-02  8.15678202e-02
  3.70440182e-02 -9.75644151e-02  4.51693188e-02 -3.10519563e-03
  3.42832240e-02  5.27615721e-02  2.23765261e-02  6.35009231e-02
  4.71310646e-02 -1.68875898e-03 -2.13228012e-02  5.84094557e-02
 -1.82766349e-02  2.40684062e-04 -4.47299763e-02  7.05807549e-03
 -1.25364916e-02 -2.70843784e-03  9.65633622e-03 -1.02584621e-01
 -3.74474995e-03 -5.81831828e-02 -4.84349637e-03  2.55893253e-02
  3.90864629e-02 -1.78075066e-02 -2.68614874e-03  3.88012748e-02
 -2.02351408e-02 -9.98792813e-04  2.05866301e-02 -2.39303373e-02]",1
강원특별자치도 동해시,"[-1.22481304e-02 -3.31160242e-02 -4.15013863e-02 -5.03486266e-03
 -4.50515130e-02  4.49777628e-02  5.91779107e-02  1.67426663e-02
 -1.93917936e-02 -1.11061367e-02 -3.50600837e-02 -7.28578704e-03
  1.06429904e-03  2.14319898e-02  2.16239578e-03 -8.79886732e-03
  5.29209451e-02  2.90168117e-02  1.51158763e-02 -2.37032552e-02
  1.98443224e-02  2.57711747e-02  3.14668300e-03  4.28247270e-02
  3.08923718e-02  5.48115653e-01  1.17253794e-02  2.94065416e-02
  3.85899865e-02 -2.98538232e-02  2.33894190e-02  1.63296268e-02
 -2.97412256e-02  7.13271305e-03  2.69747819e-03 -2.59274285e-02
 -2.94656037e-02  5.88852008e-02 -1.46201248e-02 -1.08195278e-02
  1.20700983e-02  6.52450914e-03  1.90858372e-02  5.14529139e-02
 -6.68136483e-03 -5.91751381e-02  3.38332154e-02 -2.71341312e-02
 -3.47936902e-02 -3.08984467e-02 -3.15301486e-03 -1.65294153e-02
  9.63010808e-02 -2.10884220e-02  5.78772441e-02  4.33611263e-02
 -8.44660341e-02  2.29259372e-02 -2.16902037e-01  1.33689414e-02
 -7.63056544e-03 -1.33616328e-02 -1.52853134e-02 -1.05422993e-02
 -2.81743976e-02 -5.61738564e-02  3.07331702e-03  8.35418304e-03
  5.60930448e-02 -1.10005013e-02 -4.58833299e-02  1.55404494e-01
  4.70635770e-02 -7.15886638e-03 -4.24617395e-03 -3.82994242e-02
 -5.61128535e-02  7.02624503e-03  5.16528237e-02 -3.12389269e-02
  3.45080569e-03  1.81921414e-02  7.37281027e-03 -1.47137953e-01
  1.49941448e-02  5.89581253e-03  3.60323105e-02 -1.70691477e-02
  8.73106655e-03  3.59654705e-02 -5.52470810e-02  2.23773219e-02
  2.09013901e-02  2.58940915e-01 -1.15716106e-02  1.17011167e-03
  3.23902860e-02  4.40324030e-02  1.10607171e-02  1.61571384e-02
 -3.17187463e-02 -9.37212431e-03  8.99717157e-03 -2.25403702e-02
  2.33965610e-02 -4.21901707e-02 -2.94632845e-02  1.24062866e-02
  4.29390088e-02 -5.26465623e-02 -2.66080902e-02  2.88624593e-02
 -5.53984986e-02  3.49310545e-03  4.61437534e-02 -2.43869569e-02
 -8.41269219e-03  1.82207516e-03 -7.11753255e-02 -4.05411933e-02
 -1.05228224e-02  3.71437816e-02  3.44156579e-02 -1.39671951e-02
  1.13323820e-02  4.27717532e-02  4.13657562e-03  6.11635173e-03
  3.23246860e-02  1.40435959e-04  2.16413440e-02  1.67630675e-02
  1.45095853e-02 -3.58936401e-02  1.22298555e-02  1.14555687e-02
  1.62971482e-02 -3.02099591e-02 -8.94028792e-03 -1.85745957e-02
 -5.30691970e-02  1.01727209e-02  2.89802380e-02  7.22088538e-03
 -5.52906652e-02  2.70731670e-02  7.89538483e-02  5.94757722e-02
 -1.65115361e-01  3.52008733e-02  1.62065685e-02  9.28321871e-03
  8.47539625e-03  8.15086035e-03 -7.51371209e-02  9.44651886e-03
  1.31254383e-02  1.08925652e-02 -1.72452780e-03 -4.01114736e-02
  3.61023461e-02  5.36936302e-02  6.63480147e-02  1.02352124e-02
 -3.66515861e-03  2.75186481e-02  2.82775440e-02 -1.14068648e-02
  3.58863059e-02  1.37657820e-02 -4.29606253e-02  2.26413627e-02
 -2.49908193e-02 -2.17586320e-02 -1.09385408e-03 -2.12790392e-02
 -2.54169011e-02  1.18547312e-02  3.97946765e-02  2.51379207e-02
  2.94776819e-02 -4.42006337e-03  3.12660877e-02  3.56360267e-03
 -2.80935811e-02 -1.99956325e-03  1.03103145e-02  2.15237787e-02
  1.11659595e-02  2.96482792e-02 -3.82627640e-02 -7.10852782e-02
  1.18208225e-02 -1.23198850e-02 -3.41966115e-02 -4.97851613e-03
 -6.04647960e-03  4.75643391e-02  2.36033962e-02 -1.17707127e-01
  1.40835307e-02  3.40939606e-02  2.01170397e-03  9.52641600e-02
  9.97775950e-03  2.74468627e-02 -7.55752706e-02 -1.08846719e-02
 -1.14872306e-02 -6.49264219e-03  4.12718940e-02  2.97777282e-02
  4.08624720e-02  2.00173901e-02 -2.05599376e-02  5.68307475e-02
  7.77142733e-03 -5.58736414e-02 -4.14462204e-02 -1.56350447e-02
  1.76538560e-02 -9.20992064e-03 -6.81431330e-04  3.00157106e-02
 -4.49205197e-02  2.76853674e-03  2.44083495e-03  2.33690651e-02
  2.38259862e-02 -6.39590666e-02 -2.19816855e-03 -6.65914444e-02
 -1.41403955e-02 -9.40949440e-03  2.40992429e-02  3.50503041e-03
  3.48102110e-02 -1.41513560e-01  6.97833100e-03 -1.71684250e-02
  4.60887844e-02 -7.09919611e-02 -2.48768748e-02  3.64951457e-02
 -9.57371110e-03  2.98004998e-03 -5.18603039e-02  7.30280512e-03
  3.78153756e-02  6.19048729e-02 -9.22900244e-04  5.22117885e-02
 -2.86437421e-02 -3.20280317e-02 -2.19882573e-02  2.11091141e-02
  4.22977262e-02  2.30917200e-02 -9.72346174e-03  2.13887848e-02
  8.01618996e-02  5.14886687e-02  2.86715756e-02 -2.26293292e-02
 -1.82130563e-02 -1.63681384e-02  7.95123471e-02  8.16327552e-02
  3.66462237e-02 -9.51120090e-02  4.59907623e-02 -4.58914802e-03
  3.32152590e-02  5.06804463e-02  2.25151054e-02  6.33070564e-02
  4.45650470e-02  1.82226646e-03 -2.08337437e-02  5.53929608e-02
 -1.76851094e-02 -1.69083402e-05 -4.25920812e-02  5.30940467e-03
 -1.40499786e-02 -1.85388192e-03  6.88026563e-03 -9.94926914e-02
 -2.26108745e-03 -6.01242480e-02 -4.73013800e-03  2.77780699e-02
  3.76108793e-02 -1.46579888e-02 -1.60295857e-03  3.88904226e-02
 -2.03343499e-02  1.68096402e-04  2.02988295e-02 -2.44565666e-02]",0
강원특별자치도 삼척시,"[-1.13522222e-02 -3.37827330e-02 -4.39612169e-02 -5.72334911e-03
 -4.71194155e-02  4.48727335e-02  5.94062898e-02  1.52650405e-02
 -1.89498308e-02 -1.14328917e-02 -3.62573814e-02 -7.57622538e-03
 -7.19661623e-04  2.19337514e-02  2.42225520e-03 -8.20133948e-03
  5.35514706e-02  3.16811306e-02  1.49324574e-02 -2.40495362e-02
  1.96024719e-02  2.46285172e-02  3.02649799e-03  4.06149884e-02
  3.01214573e-02  5.51517962e-01  1.24910596e-02  2.89372236e-02
  3.86947238e-02 -3.13099861e-02  2.32969532e-02  1.78451025e-02
 -2.84150531e-02  7.57071452e-03  3.82261890e-03 -2.58681860e-02
 -2.98899350e-02  5.90851821e-02 -1.46092212e-02 -1.29791836e-02
  1.19645082e-02  6.53711808e-03  2.06514168e-02  5.37889543e-02
 -6.93526717e-03 -5.95473886e-02  3.41277153e-02 -2.82878552e-02
 -3.57137899e-02 -2.99090728e-02 -2.82866090e-03 -1.49967647e-02
  9.75672036e-02 -2.12938647e-02  5.82319696e-02  4.42793566e-02
 -8.74947253e-02  2.24361827e-02 -2.18706894e-01  1.09418620e-02
 -9.21638897e-03 -1.34301366e-02 -1.54652177e-02 -1.20227042e-02
 -2.85870753e-02 -5.65389767e-02  4.45558587e-03  8.89798657e-03
  5.53925426e-02 -9.77048522e-03 -4.58471847e-02  1.54699034e-01
  4.65508268e-02 -7.28492331e-03 -6.77414601e-03 -3.96873122e-02
 -5.77840677e-02  6.25772489e-03  5.07336115e-02 -3.18546142e-02
  3.37358032e-03  1.45337867e-02  7.05836747e-03 -1.49618641e-01
  1.46585083e-02  4.14608385e-03  3.73864611e-02 -1.74368090e-02
  7.13245868e-03  3.50380023e-02 -5.49034028e-02  2.38336669e-02
  2.09683962e-02  2.60931618e-01 -9.22944469e-03 -1.45209550e-03
  3.19274269e-02  4.32079241e-02  1.18798035e-02  1.72140343e-02
 -3.15159457e-02 -7.39573826e-03  8.89758499e-03 -2.34629075e-02
  2.37045438e-02 -4.36287325e-02 -2.94607330e-02  1.45495541e-02
  4.25315090e-02 -5.11564471e-02 -2.59530954e-02  3.00910068e-02
 -5.60431213e-02  4.78050285e-03  4.77051520e-02 -2.55716757e-02
 -5.96826002e-03  1.85677550e-03 -7.15700994e-02 -3.83453413e-02
 -1.09565875e-02  3.64632280e-02  3.49392449e-02 -1.47548655e-02
  1.06368522e-02  4.28501635e-02  3.84861464e-03  6.53726808e-03
  3.32608533e-02  1.19795478e-03  2.19755272e-02  1.76077025e-02
  1.80059208e-02 -3.47837386e-02  1.23128859e-02  1.08535230e-02
  1.50882629e-02 -3.21267093e-02 -9.48278048e-03 -1.83478230e-02
 -5.53007312e-02  1.21460842e-02  2.84622106e-02  6.91540240e-03
 -5.58453394e-02  2.60100086e-02  7.75219323e-02  5.83097688e-02
 -1.66223109e-01  3.40326190e-02  1.40653767e-02  1.07755229e-02
  9.47136359e-03  8.89906989e-03 -7.57158525e-02  1.42894049e-02
  1.27155139e-02  1.19954760e-02 -2.23584918e-03 -4.14961029e-02
  3.71919720e-02  5.47932565e-02  6.63316107e-02  1.02676337e-02
 -2.99660101e-03  2.76733071e-02  2.66117451e-02 -1.00070248e-02
  3.77866972e-02  1.21793071e-02 -4.46445090e-02  2.26922758e-02
 -2.43672873e-02 -1.93829128e-02 -4.07263741e-03 -2.19745943e-02
 -2.65877603e-02  1.16100208e-02  4.02936804e-02  2.33859390e-02
  2.95636880e-02 -3.53217656e-03  3.28330197e-02  4.37470328e-03
 -2.89117965e-02 -1.21090633e-03  1.06730018e-02  2.24899532e-02
  1.20764426e-02  2.95185559e-02 -3.87286297e-02 -7.30908341e-02
  9.69991253e-03 -1.26394746e-02 -3.28204853e-02 -4.98029416e-03
 -6.23569127e-03  4.86753436e-02  2.31510289e-02 -1.19270329e-01
  1.44922698e-02  3.64097452e-02  3.16730601e-03  9.92108105e-02
  8.60438800e-03  2.90912495e-02 -7.77269039e-02 -1.18885762e-02
 -1.13563673e-02 -6.98009272e-03  4.21597123e-02  3.03376841e-02
  4.22086238e-02  1.96795020e-02 -2.13349185e-02  5.78825304e-02
  9.29555484e-03 -5.61139188e-02 -4.31031842e-02 -1.64942236e-02
  1.70697011e-02 -6.34795597e-03 -9.55150169e-04  3.02713352e-02
 -4.46881966e-02  1.17271037e-03  2.17364690e-03  2.26227915e-02
  2.61514126e-02 -6.35443930e-02 -4.55388037e-04 -6.80586443e-02
 -1.21649367e-02 -8.61816425e-03  2.64036408e-02  1.60512625e-03
  3.45153263e-02 -1.43488401e-01  5.47621496e-03 -1.79489995e-02
  4.62120097e-02 -7.33068975e-02 -2.40691910e-02  3.58519098e-02
 -1.11315110e-02  1.74709499e-03 -5.34879636e-02  7.04885970e-03
  3.74738116e-02  6.23794727e-02 -1.94971291e-03  5.41933910e-02
 -2.92539224e-02 -3.11273848e-02 -2.26578295e-02  1.94625383e-02
  4.22063610e-02  2.37966453e-02 -9.94465495e-03  2.23842402e-02
  8.13403714e-02  5.20635502e-02  3.03323594e-02 -2.20914526e-02
 -1.69664430e-02 -1.57336855e-02  7.77159975e-02  8.34054765e-02
  4.00737567e-02 -9.75926205e-02  4.88672953e-02 -1.42275349e-03
  3.31710085e-02  5.23799014e-02  2.13549192e-02  6.35873580e-02
  4.82125636e-02 -4.14525973e-04 -2.03035464e-02  5.74537814e-02
 -1.94010611e-02  6.92626571e-04 -4.17863531e-02  6.07446884e-03
 -1.47741231e-02 -4.88059696e-03  7.12745945e-03 -1.00929351e-01
 -4.06420499e-03 -6.04150165e-02 -5.66300343e-03  2.87958634e-02
  3.76904505e-02 -1.82655413e-02 -1.36581538e-03  3.86954323e-02
 -2.22449082e-02 -9.93525954e-05  2.02520056e-02 -2.49488065e-02]",0
